"id","poskod","lokasi","bandar","negeri"
"29100","40460","Jalan Anggerik Doritis (31/154 - 31/163)","Shah Alam","SGR"
"29101","40460","Jalan Anggerik Doritis","Shah Alam","SGR"
"29102","40460","Jalan Anggerik Liparis (31/143 - 31/153)","Shah Alam","SGR"
"29103","40460","Jalan Anggerik Mokara (31/44 - 31/66)","Shah Alam","SGR"
"29104","40460","Jalan Anggerik Mokara E 31/E","Shah Alam","SGR"
"29105","40460","Jalan Anggerik Mokara F 31/F","Shah Alam","SGR"
"29106","40460","Jalan Anggerik Mokara G 31/G","Shah Alam","SGR"
"29107","40460","Jalan Anggerik Mokara H 31/H","Shah Alam","SGR"
"29108","40460","Jalan Anggerik Mokara J 31/J","Shah Alam","SGR"
"29109","40460","Jalan Anggerik Norvilla (31/164 - 31/166)","Shah Alam","SGR"
"29110","40460","Jalan Anggerik Oncidium (31/67 - 31/80)","Shah Alam","SGR"
"29111","40460","Jalan Anggerik Renantanda (31/101 - 31/111)","Shah Alam","SGR"
"29112","40460","Jalan Anggerik Tania (31/112 - 31/123)","Shah Alam","SGR"
"29113","40460","Jalan Anggerik Vanda (31/167 - 31/169)","Shah Alam","SGR"
"29114","40460","Jalan Anggerik Vanilla (31/92 - 31/100)","Shah Alam","SGR"
"29115","40460","Jalan Bakri","Shah Alam","SGR"
"29116","40460","Jalan Bateri","Shah Alam","SGR"
"29117","40460","Jalan Batu Bata","Shah Alam","SGR"
"29118","40460","Jalan Buah Melaka (36/13 - 31/17)","Shah Alam","SGR"
"29119","40460","Jalan Buah Melaka","Shah Alam","SGR"
"29120","40460","Jalan Bukit Kemuning Batu 7 - 8","Shah Alam","SGR"
"29121","40460","Jalan Bukit Kemuning","Shah Alam","SGR"
"29122","40460","Jalan Bukit Naga","Shah Alam","SGR"
"29123","40460","Jalan Bukit Rimau (1 - 4)","Shah Alam","SGR"
"29124","40460","Jalan Bukit Rimau","Shah Alam","SGR"
"29125","40460","Jalan CEB Bukit Badak","Shah Alam","SGR"
"29126","40460","Jalan Desa Kemandol (1 - 19)","Shah Alam","SGR"
"29127","40460","Jalan Desa Putera 1 / KS 8","Shah Alam","SGR"
"29128","40460","Jalan Haji Abdul Aziz","Shah Alam","SGR"
"29129","40460","Jalan Haji Hussien","Shah Alam","SGR"
"29130","40460","Jalan Hikmah ","Shah Alam","SGR"
"29131","40460","Jalan Hon","Shah Alam","SGR"
"29132","40460","Jalan Injap","Shah Alam","SGR"
"29133","40460","Jalan Jambu","Shah Alam","SGR"
"29134","40460","Jalan Kampung Batu 7","Shah Alam","SGR"
"29135","40460","Jalan Kampung Lombong","Shah Alam","SGR"
"29136","40460","Jalan Karas","Shah Alam","SGR"
"29137","40460","Jalan Karburator","Shah Alam","SGR"
"29138","40460","Jalan Kebun Batu 6 - 7","Shah Alam","SGR"
"29139","40460","Jalan Kebun","Shah Alam","SGR"
"29140","40460","Jalan Kemuning Damai (32/148 - 32/165)","Shah Alam","SGR"
"29141","40460","Jalan Kemuning Indah (32/134 - 32/147)","Shah Alam","SGR"
"29142","40460","Jalan Klinik","Shah Alam","SGR"
"29143","40460","Jalan Kota Raja Batu 3 - 5","Shah Alam","SGR"
"29144","40460","Jalan Madani","Shah Alam","SGR"
"29145","40460","Jalan Nagasari 36","Shah Alam","SGR"
"29146","40460","Jalan Rim","Shah Alam","SGR"
"29147","40460","Jalan Rizab Buang","Shah Alam","SGR"
"29148","40460","Jalan Segambut","Shah Alam","SGR"
"29149","40460","Jalan Selathewan","Shah Alam","SGR"
"29150","40460","Jalan Seri Muka 36/H","Shah Alam","SGR"
"29151","40460","Jalan Serimuka 22/2","Shah Alam","SGR"
"29152","40460","Jalan Serimuka 36/2","Shah Alam","SGR"
"29153","40460","Jalan Serimuka Dua 22/2B","Shah Alam","SGR"
"29154","40460","Jalan Serimuka Dua 36/2B","Shah Alam","SGR"
"29155","40460","Jalan Serimuka Empat 22/2D","Shah Alam","SGR"
"29156","40460","Jalan Serimuka Empat 36/2D","Shah Alam","SGR"
"29157","40460","Jalan Serimuka Enam 22/2F","Shah Alam","SGR"
"29158","40460","Jalan Serimuka Enam 36/2F","Shah Alam","SGR"
"29159","40460","Jalan Serimuka Lima 22/2E","Shah Alam","SGR"
"29160","40460","Jalan Serimuka Lima 36/2E","Shah Alam","SGR"
"29161","40460","Jalan Serimuka Satu 22/2A","Shah Alam","SGR"
"29162","40460","Jalan Serimuka Satu 36/2A","Shah Alam","SGR"
"29163","40460","Jalan Serimuka Tiga 22/2C","Shah Alam","SGR"
"29164","40460","Jalan Serimuka Tiga 36/2C","Shah Alam","SGR"
"29165","40460","Jalan Sri Gambut","Shah Alam","SGR"
"29166","40460","Jalan Stereng","Shah Alam","SGR"
"29167","40460","Jalan Sungai Beranang (32/56 - 32/61)","Shah Alam","SGR"
"29168","40460","Jalan Sungai Burung (32/66 - 32/73)","Shah Alam","SGR"
"29169","40460","Jalan Sungai Burung 32/68, Seksyen 32","Shah Alam","SGR"
"29170","40460","Jalan Sungai Congkak (32/41 - 32/51)","Shah Alam","SGR"
"29171","40460","Jalan Sungai Damansara (32/1 - 32/2)","Shah Alam","SGR"
"29172","40460","Jalan Sungai Kayu Ara (32/31 - 32/40)","Shah Alam","SGR"
"29173","40460","Jalan Sungai Kelubi (32/101 - 32/112)","Shah Alam","SGR"
"29174","40460","Jalan Sungai Keranji K 32/K","Shah Alam","SGR"
"29175","40460","Jalan Sungai Keranji L 32/L","Shah Alam","SGR"
"29176","40460","Jalan Sungai Keranji M 32/M","Shah Alam","SGR"
"29177","40460","Jalan Sungai Keranji N 32/N","Shah Alam","SGR"
"29178","40460","Jalan Sungai Keranji P 32/P","Shah Alam","SGR"
"29179","40460","Jalan Sungai Keranji Q 32/Q","Shah Alam","SGR"
"29180","40460","Jalan Sungai Klang (32/14 - 32/21)","Shah Alam","SGR"
"29181","40460","Jalan Sungai Long 32/113","Shah Alam","SGR"
"29182","40460","Jalan Sungai Merbau (32/76 - 32/100)","Shah Alam","SGR"
"29183","40460","Jalan Sungai Ramal (32/53 - 32/55)","Shah Alam","SGR"
"29184","40460","Jalan Sungai Rasau (32/22 - 32/30)","Shah Alam","SGR"
"29185","40460","Jalan Sungai Renggam (32/4 - 32/13)","Shah Alam","SGR"
"29186","40460","Jalan Sungai Rincing (32/62 - 32/65)","Shah Alam","SGR"
"29187","40460","Jalan Tanjung Agas 30/32A","Shah Alam","SGR"
"29188","40460","Jalan Tanjung Gelang 30/4","Shah Alam","SGR"
"29189","40460","Jalan Tanjung Tuan 30/30A","Shah Alam","SGR"
"29190","40460","Jalan Tayar","Shah Alam","SGR"
"29191","40460","Jalan Tegas","Shah Alam","SGR"
"29192","40460","Jalan Teluk Batu 9","Shah Alam","SGR"
"29193","40460","Jalan Teluk Batu","Shah Alam","SGR"
"29194","40460","Jalan Termostat","Shah Alam","SGR"
"29195","40460","Kampung Sungai Kandis","Shah Alam","SGR"
"29196","40460","Kampung Teluk Menegun","Shah Alam","SGR"
"29197","40460","Lengkuk Bukit Rimau 1","Shah Alam","SGR"
"29198","40460","Lorong Abdullah","Shah Alam","SGR"
"29199","40460","Lorong Ehsan","Shah Alam","SGR"
"29200","40460","Lorong Firdaus","Shah Alam","SGR"
"29201","40460","Lorong Haji Abu Bakar","Shah Alam","SGR"
"29202","40460","Lorong Haji Kasim","Shah Alam","SGR"
"29203","40460","Lorong Haji Mastam","Shah Alam","SGR"
"29204","40460","Lorong Haji Moghni","Shah Alam","SGR"
"29205","40460","Lorong Haji Said","Shah Alam","SGR"
"29206","40460","Lorong Haji Sakaran","Shah Alam","SGR"
"29207","40460","Lorong Haji Shoib","Shah Alam","SGR"
"29208","40460","Lorong Haji Tahir","Shah Alam","SGR"
"29209","40460","Lorong Haji Taib","Shah Alam","SGR"
"29210","40460","Lorong Haji Yusof","Shah Alam","SGR"
"29211","40460","Lorong Jannah","Shah Alam","SGR"
"29212","40460","Lorong Mastam","Shah Alam","SGR"
"29213","40460","Lorong Rabingan","Shah Alam","SGR"
"29214","40460","Lorong Sarkawi","Shah Alam","SGR"
"29215","40460","Lorong Syazwan","Shah Alam","SGR"
"29216","40460","Lorong Universiti","Shah Alam","SGR"
"29217","40460","Pangsapuri Seri Suria","Shah Alam","SGR"
"29218","40460","Shah Alam - Seksyen 29 - 32","Shah Alam","SGR"
"29219","40460","Sungai Congkak","Shah Alam","SGR"
"29220","40460","Taman AMJ Batu 4 1/2","Shah Alam","SGR"
"29221","40460","Taman Aisyah","Shah Alam","SGR"
"29222","40460","Taman Alam Indah","Shah Alam","SGR"
"29223","40460","Taman Alam Nyata","Shah Alam","SGR"
"29224","40460","Taman Andaman 1","Shah Alam","SGR"
"29225","40460","Taman Andaman 2","Shah Alam","SGR"
"29226","40460","Taman Asma","Shah Alam","SGR"
"29227","40460","Taman Bukit Kemuning","Shah Alam","SGR"
"29228","40460","Taman Bunga Indah","Shah Alam","SGR"
"29229","40460","Taman Desa Kemandol","Shah Alam","SGR"
"29230","40460","Taman Desa Kemuning","Shah Alam","SGR"
"29231","40460","Taman Desa Putera","Shah Alam","SGR"
"29232","40460","Taman Iswara","Shah Alam","SGR"
"29233","40460","Taman Jaya Indah","Shah Alam","SGR"
"29234","40460","Taman Kemuning Indah","Shah Alam","SGR"
"29235","40460","Taman Kota Kemuning (seksyen 31)","Shah Alam","SGR"
"29236","40460","Taman Mutiara","Shah Alam","SGR"
"29237","40460","Taman Mutu","Shah Alam","SGR"
"29238","40460","Taman Sri Lembayung","Shah Alam","SGR"
"29239","40470","Bukit JKR Jalan Batu 3 Lama","Shah Alam","SGR"
"29240","40470","Desa Latania","Shah Alam","SGR"
"29241","40470","Jalan 34/7","Shah Alam","SGR"
"29242","40470","Jalan Bateri 34/5","Shah Alam","SGR"
"29243","40470","Jalan Brek 34/10","Shah Alam","SGR"
"29244","40470","Jalan Dato' Dol Said 35/6","Shah Alam","SGR"
"29245","40470","Jalan Dato' Naning 35/7","Shah Alam","SGR"
"29246","40470","Jalan Enjin 34/3","Shah Alam","SGR"
"29247","40470","Jalan Gasket 34/2","Shah Alam","SGR"
"29248","40470","Jalan Gear 34/9","Shah Alam","SGR"
"29249","40470","Jalan Hang Jebat 35/2","Shah Alam","SGR"
"29250","40470","Jalan Hang Kasturi 35/5","Shah Alam","SGR"
"29251","40470","Jalan Hang Lekir 35/4","Shah Alam","SGR"
"29252","40470","Jalan Hang Lekiu 35/3","Shah Alam","SGR"
"29253","40470","Jalan Hang Tuah 35/1","Shah Alam","SGR"
"29254","40470","Jalan Injap 34/4","Shah Alam","SGR"
"29255","40470","Jalan Kipas 34/8","Shah Alam","SGR"
"29256","40470","Jalan Omboh 34/1","Shah Alam","SGR"
"29257","40470","Jalan Omboh Dua 34/1B","Shah Alam","SGR"
"29258","40470","Jalan Omboh Satu 34/1A","Shah Alam","SGR"
"29259","40470","Jalan Palam 34/18A, Seksyen 34","Shah Alam","SGR"
"29260","40470","Jalan Raja Lumu 35/131","Shah Alam","SGR"
"29261","40470","Jalan Rim 34/11","Shah Alam","SGR"
"29262","40470","Jalan Stereng 34/6","Shah Alam","SGR"
"29263","40470","Jalan Tayar 34/12","Shah Alam","SGR"
"29264","40470","Jalan Tun Ali 35/9","Shah Alam","SGR"
"29265","40470","Jalan Tun Ali A 35/A","Shah Alam","SGR"
"29266","40470","Jalan Tun Perak 35/8","Shah Alam","SGR"
"29267","40470","Kampung CBPS (Cannaught Bridge)","Shah Alam","SGR"
"29268","40470","Shah Alam - Seksyen 34 - 36","Shah Alam","SGR"
"29269","40470","Taman AMJ","Shah Alam","SGR"
"29270","40470","Taman Industri AMJ","Shah Alam","SGR"
"29271","40470","Taman Perindustrian Pak Chun, Seksyen 34","Shah Alam","SGR"
"29272","40500","DYMM Sultan Selangor","Shah Alam","SGR"
"29273","40502","YAB Menteri Besar Selangor","Shah Alam","SGR"
"29274","40503","Setiausaha Kerajaan Negeri","Shah Alam","SGR"
"29275","40505","Biro Pengaduan Awam","Shah Alam","SGR"
"29276","40512","Penasihat Undang-Undang Negeri","Shah Alam","SGR"
"29277","40517","Jabatan Perpaduan Negara","Shah Alam","SGR"
"29278","40520","Suruhanjaya Perkhidmatan Awam","Shah Alam","SGR"
"29279","40529","Unit Penyelidikan Sosio Ekonomi","Shah Alam","SGR"
"29280","40542","Pendaftar Kesatuan Sekerja","Shah Alam","SGR"
"29281","40548","Jabatan Hal Ehwal Orang Asli","Shah Alam","SGR"
"29282","40550","Jabatan Imigresen","Shah Alam","SGR"
"29283","40551","Jabatan Pendaftaran Negara","Shah Alam","SGR"
"29284","40560","Ketua Polis Negeri","Shah Alam","SGR"
"29285","40564","Jabatan Kebajikan Masyarakat","Shah Alam","SGR"
"29286","40570","Jabatan Belia & Sukan","Shah Alam","SGR"
"29287","40572","Perpustakaan Awam Negeri","Shah Alam","SGR"
"29288","40576","Jabatan Tanah & Galian","Shah Alam","SGR"
"29289","40578","Jabatan Ukur & Pemetaan","Shah Alam","SGR"
"29290","40582","Jabatan Kerja Raya","Shah Alam","SGR"
"29291","40590","Jabatan Kesihatan","Shah Alam","SGR"
"29292","40592","Jabatan Penilaian Harta","Shah Alam","SGR"
"29293","40592","Pegawai Kewangan Negeri","Shah Alam","SGR"
"29294","40594","Akauntan Negeri","Shah Alam","SGR"
"29295","40596","Jabatan Kastam & Eksais Di Raja","Shah Alam","SGR"
"29296","40598","Kumpulan Wang Simpanan Pekerja","Shah Alam","SGR"
"29297","40604","Jabatan Pendidikan","Shah Alam","SGR"
"29298","40607","Pejabat Mara Negeri","Shah Alam","SGR"
"29299","40608","Jabatan Pembangunan Koperasi","Shah Alam","SGR"
"29300","40610","Bahagian Pelesenan - Kementerian Penerangan","Shah Alam","SGR"
"29301","40612","Jabatan Penerangan","Shah Alam","SGR"
"29302","40620","Jabatan Pengangkutan Jalan","Shah Alam","SGR"
"29303","40622","Penguatkuasa Kem Perdagangan Dalam Negeri","Shah Alam","SGR"
"29304","40626","Jabatan Pengairan & Saliran","Shah Alam","SGR"
"29305","40632","Jabatan Pertanian","Shah Alam","SGR"
"29306","40646","Jabatan Perancang Bandar & Desa","Shah Alam","SGR"
"29307","40648","Jabatan Bomba & Penyelamat","Shah Alam","SGR"
"29308","40660","Jabatan Perhutanan","Shah Alam","SGR"
"29309","40664","Jabatan Perhilitan","Shah Alam","SGR"
"29310","40670","Pos Malaysia Berhad","Shah Alam","SGR"
"29311","40672","Telekom Malaysia Berhad","Shah Alam","SGR"
"29312","40673","Tenaga Nasional Berhad","Shah Alam","SGR"
"29313","40674","Pegawai Kemajuan Negeri","Shah Alam","SGR"
"29314","40674","Perbadanan Kemajuan Negeri Selangor","Shah Alam","SGR"
"29315","40675","Majlis Perbandaran Shah Alam","Shah Alam","SGR"
"29316","40676","Jabatan Agama Islam Selangor","Shah Alam","SGR"
"29317","40680","Dewan Undangan Negeri","Shah Alam","SGR"
"29318","40690","Suruhanjaya Pilihanraya Negeri","Shah Alam","SGR"
"29319","40700","Shah Alam - Peti Surat 7000 - 7055","Shah Alam","SGR"
"29320","40702","Shah Alam - Peti Surat 7056 - 7111","Shah Alam","SGR"
"29321","40704","Shah Alam - Peti Surat 7112 - 7167","Shah Alam","SGR"
"29322","40706","Shah Alam - Peti Surat 7168 - 7223","Shah Alam","SGR"
"29323","40708","Shah Alam - Peti Surat 7224 - 7279","Shah Alam","SGR"
"29324","40710","Shah Alam - Peti Surat 7280 - 7335","Shah Alam","SGR"
"29325","40712","Shah Alam - Peti Surat 7336 - 7391","Shah Alam","SGR"
"29326","40714","Shah Alam - Peti Surat 7392 - 7447","Shah Alam","SGR"
"29327","40716","Shah Alam - Peti Surat 7448 - 7503","Shah Alam","SGR"
"29328","40718","Shah Alam - Peti Surat 7504 - 7559","Shah Alam","SGR"
"29329","40720","Shah Alam - Peti Surat 7560 - 7615","Shah Alam","SGR"
"29330","40722","Shah Alam - Peti Surat 7616 - 7671","Shah Alam","SGR"
"29331","40724","Shah Alam - Peti Surat 7672 - 7727","Shah Alam","SGR"
"29332","40726","Shah Alam - Peti Surat 7728 - 7783","Shah Alam","SGR"
"29333","40728","Shah Alam - Peti Surat 7784 - 7839","Shah Alam","SGR"
"29334","40730","Shah Alam - Peti Surat 7840 - 7896","Shah Alam","SGR"
"29335","40732","Shah Alam - Peti Surat 7897 - 7951","Shah Alam","SGR"
"29336","40800","Bukit Raja - Peti Surat (2000 - 2056)","Shah Alam","SGR"
"29337","40802","Bukit Raja - Peti Surat (2057 - 2111)","Shah Alam","SGR"
"29338","40804","Bukit Raja - Peti Surat (2112 - 2166)","Shah Alam","SGR"
"29339","40806","Bukit Raja - Peti Surat (2167 - 2221)","Shah Alam","SGR"
"29340","40808","Bukit Raja - Peti Surat (2222 - 2276)","Shah Alam","SGR"
"29341","40810","Bukit Raja - Peti Surat (2277 - 2312)","Shah Alam","SGR"
"29342","40990","Shah Alam - Beg Berkunci","Shah Alam ","SGR"
"29343","41000","Jalan Bentara","Klang","SGR"
"29344","41000","Jalan Besar","Klang","SGR"
"29345","41000","Jalan Bukit Badak","Klang","SGR"
"29346","41000","Jalan Bukit Jati","Klang","SGR"
"29347","41000","Jalan Bukit Jawa","Klang","SGR"
"29348","41000","Jalan Dato Hamzah","Klang","SGR"
"29349","41000","Jalan Dato' Mohd Sidin","Klang","SGR"
"29350","41000","Jalan Demang","Klang","SGR"
"29351","41000","Jalan Haji Abd Razak","Klang","SGR"
"29352","41000","Jalan Haji Haidar","Klang","SGR"
"29353","41000","Jalan Haji Syawal","Klang","SGR"
"29354","41000","Jalan Istana","Klang","SGR"
"29355","41000","Jalan Jambatan (Kampung Jawa)","Klang","SGR"
"29356","41000","Jalan Kechubong","Klang","SGR"
"29357","41000","Jalan Kelab","Klang","SGR"
"29358","41000","Jalan Kerak Nasi","Klang","SGR"
"29359","41000","Jalan Kota Raja (Hingga Km 1.5)","Klang","SGR"
"29360","41000","Jalan Kota","Klang","SGR"
"29361","41000","Jalan Limau","Klang","SGR"
"29362","41000","Jalan Menegun","Klang","SGR"
"29363","41000","Jalan Mohd Tahir","Klang","SGR"
"29364","41000","Jalan Mohet","Klang","SGR"
"29365","41000","Jalan Nakhoda Yusof","Klang","SGR"
"29366","41000","Jalan Padang","Klang","SGR"
"29367","41000","Jalan Paduka","Klang","SGR"
"29368","41000","Jalan Pegawai","Klang","SGR"
"29369","41000","Jalan Penghulu Kassim","Klang","SGR"
"29370","41000","Jalan Pokok Durian Sakat","Klang","SGR"
"29371","41000","Jalan Pulasan","Klang","SGR"
"29372","41000","Jalan Putri","Klang","SGR"
"29373","41000","Jalan Raja Jumaat","Klang","SGR"
"29374","41000","Jalan Raja Nong","Klang","SGR"
"29375","41000","Jalan Raya Timur","Klang","SGR"
"29376","41000","Jalan Samarinda","Klang","SGR"
"29377","41000","Jalan Seri Banang","Klang","SGR"
"29378","41000","Jalan Seri Pandan","Klang","SGR"
"29379","41000","Jalan Songket","Klang","SGR"
"29380","41000","Jalan Stesyen 1","Klang","SGR"
"29381","41000","Jalan Sulam","Klang","SGR"
"29382","41000","Jalan Sultan","Klang","SGR"
"29383","41000","Jalan Sungai Jati","Klang","SGR"
"29384","41000","Jalan Sutera","Klang","SGR"
"29385","41000","Jalan Taliair","Klang","SGR"
"29386","41000","Jalan Talipok","Klang","SGR"
"29387","41000","Jalan Tan Sri Manikavasagam","Klang","SGR"
"29388","41000","Jalan Tengku Diauddin","Klang","SGR"
"29389","41000","Jalan Tengku Zainon Rashid","Klang","SGR"
"29390","41000","Jalan Tunku Kelana","Klang","SGR"
"29391","41000","Jalan Uganda","Klang","SGR"
"29392","41000","Jalan Yahaya","Klang","SGR"
"29393","41000","Jalan Yeo Guan Hup","Klang","SGR"
"29394","41000","Jalan Zainorrashid","Klang","SGR"
"29395","41000","Kampung Bukit Jati","Klang","SGR"
"29396","41000","Kampung Dagang Jati","Klang","SGR"
"29397","41000","Kampung Dato Dagang","Klang","SGR"
"29398","41000","Kampung Jawa (Batu 5)","Klang","SGR"
"29399","41000","Kampung Pandan","Klang","SGR"
"29400","41000","Kampung Telok Menegon","Klang","SGR"
"29401","41000","Lorong Azmi (Kampung Pandan)","Klang","SGR"
"29402","41000","Lorong Balai","Klang","SGR"
"29403","41000","Lorong Istana","Klang","SGR"
"29404","41000","Lorong Menegun","Klang","SGR"
"29405","41000","Lorong Nuri","Klang","SGR"
"29406","41000","Lorong Pak Mahat","Klang","SGR"
"29407","41000","Lorong Puteri","Klang","SGR"
"29408","41000","Lorong Raja Yusof","Klang","SGR"
"29409","41000","Lorong Razak","Klang","SGR"
"29410","41000","Lorong Stesyen","Klang","SGR"
"29411","41000","Lorong Tingkat","Klang","SGR"
"29412","41000","Lorong Tiong","Klang","SGR"
"29413","41000","Solok Besar","Klang","SGR"
"29414","41000","Solok Limau","Klang","SGR"
"29415","41000","Solok Sri Banang","Klang","SGR"
"29416","41000","Taman Alam Shah","Klang","SGR"
"29417","41000","Taman Bijaya","Klang","SGR"
"29418","41000","Taman Bunga Raya","Klang","SGR"
"29419","41000","Taman Desa Indah","Klang","SGR"
"29420","41000","Taman Jati Indah","Klang","SGR"
"29421","41000","Taman Klang Indah","Klang","SGR"
"29422","41000","Taman Kota Raja","Klang","SGR"
"29423","41000","Taman Maznah","Klang","SGR"
"29424","41000","Taman Menara Maju","Klang","SGR"
"29425","41000","Taman Mutiara","Klang","SGR"
"29426","41000","Taman Nakhoda Yusof","Klang","SGR"
"29427","41000","Taman Saga","Klang","SGR"
"29428","41000","Taman Sejati Kota Raja","Klang","SGR"
"29429","41000","Taman Seri Menegon","Klang","SGR"
"29430","41000","Taman Seri Mewah 1","Klang","SGR"
"29431","41000","Taman Seri Mewah","Klang","SGR"
"29432","41000","Taman Seri Saga","Klang","SGR"
"29433","41000","Taman Shah Bandaraya","Klang","SGR"
"29434","41000","Taman Sri Istana","Klang","SGR"
"29435","41000","Taman Sungai Jati Permai","Klang","SGR"
"29436","41000","Taman Syah Bandaraya","Klang","SGR"
"29437","41050","Bandar Bukit Raja","Klang","SGR"
"29438","41050","Batu 6, Jalan Meru / KU 08","Klang","SGR"
"29439","41050","Jalan Abadi","Klang","SGR"
"29440","41050","Jalan Abdul Manan","Klang","SGR"
"29441","41050","Jalan Abdul Rahman","Klang","SGR"
"29442","41050","Jalan Aman Perdana 10E (KU 5)","Klang","SGR"
"29443","41050","Jalan Balau 13 A / KU 8","Klang","SGR"
"29444","41050","Jalan Broga","Klang","SGR"
"29445","41050","Jalan Bukit Meru","Klang","SGR"
"29446","41050","Jalan Bukit","Klang","SGR"
"29447","41050","Jalan Cempaka","Klang","SGR"
"29448","41050","Jalan Cendana","Klang","SGR"
"29449","41050","Jalan Cokmar","Klang","SGR"
"29450","41050","Jalan Dahlia (KU 8)","Klang","SGR"
"29451","41050","Jalan Dahlia / KU 8","Klang","SGR"
"29452","41050","Jalan Duku","Klang","SGR"
"29453","41050","Jalan Enggang","Klang","SGR"
"29454","41050","Jalan Gelugor","Klang","SGR"
"29455","41050","Jalan Jabar","Klang","SGR"
"29456","41050","Jalan Jati","Klang","SGR"
"29457","41050","Jalan Jelutong","Klang","SGR"
"29458","41050","Jalan Kandis","Klang","SGR"
"29459","41050","Jalan Karanji","Klang","SGR"
"29460","41050","Jalan Kasban (2A - 2E) / KU 08","Klang","SGR"
"29461","41050","Jalan Kasban 2","Klang","SGR"
"29462","41050","Jalan Kassim","Klang","SGR"
"29463","41050","Jalan Kedah","Klang","SGR"
"29464","41050","Jalan Keledang","Klang","SGR"
"29465","41050","Jalan Kelicap","Klang","SGR"
"29466","41050","Jalan Keluli","Klang","SGR"
"29467","41050","Jalan Kempas","Klang","SGR"
"29468","41050","Jalan Kenangan","Klang","SGR"
"29469","41050","Jalan Kepayang","Klang","SGR"
"29470","41050","Jalan Keranji","Klang","SGR"
"29471","41050","Jalan Kodiang","Klang","SGR"
"29472","41050","Jalan Kulim","Klang","SGR"
"29473","41050","Jalan Limau Besar","Klang","SGR"
"29474","41050","Jalan Limau Gedong","Klang","SGR"
"29475","41050","Jalan Limau Manis","Klang","SGR"
"29476","41050","Jalan Mahang","Klang","SGR"
"29477","41050","Jalan Manan","Klang","SGR"
"29478","41050","Jalan Mempari","Klang","SGR"
"29479","41050","Jalan Mengkudu","Klang","SGR"
"29480","41050","Jalan Merak","Klang","SGR"
"29481","41050","Jalan Meranti Bunga 10 / KU10","Klang","SGR"
"29482","41050","Jalan Meranti Bunga","Klang","SGR"
"29483","41050","Jalan Meranti Sutera 1 / KU10","Klang","SGR"
"29484","41050","Jalan Meranti","Klang","SGR"
"29485","41050","Jalan Merbau","Klang","SGR"
"29486","41050","Jalan Meru","Klang","SGR"
"29487","41050","Jalan Muafakat","Klang","SGR"
"29488","41050","Jalan Muda","Klang","SGR"
"29489","41050","Jalan Mulia 20 / KU 08","Klang","SGR"
"29490","41050","Jalan Mulia","Klang","SGR"
"29491","41050","Jalan Murai","Klang","SGR"
"29492","41050","Jalan Mutiara","Klang","SGR"
"29493","41050","Jalan Nona","Klang","SGR"
"29494","41050","Jalan Nuri","Klang","SGR"
"29495","41050","Jalan Paip","Klang","SGR"
"29496","41050","Jalan Pasar Baru","Klang","SGR"
"29497","41050","Jalan Patani","Klang","SGR"
"29498","41050","Jalan Pauh Kijang","Klang","SGR"
"29499","41050","Jalan Pekan Baru","Klang","SGR"
"29500","41050","Jalan Pepauh","Klang","SGR"
"29501","41050","Jalan Perai","Klang","SGR"
"29502","41050","Jalan Pipit","Klang","SGR"
"29503","41050","Jalan Ponak","Klang","SGR"
"29504","41050","Jalan Prai","Klang","SGR"
"29505","41050","Jalan Puchong","Klang","SGR"
"29506","41050","Jalan Pulau Pinang","Klang","SGR"
"29507","41050","Jalan Salleh","Klang","SGR"
"29508","41050","Jalan Sekolah","Klang","SGR"
"29509","41050","Jalan Sentosa","Klang","SGR"
"29510","41050","Jalan Seri Kenangan","Klang","SGR"
"29511","41050","Jalan Sesenduk","Klang","SGR"
"29512","41050","Jalan Sireh","Klang","SGR"
"29513","41050","Jalan Tanjung Permai 2 / KU10","Klang","SGR"
"29514","41050","Jalan Tempinis (1 - 2)","Klang","SGR"
"29515","41050","Jalan Tempinis","Klang","SGR"
"29516","41050","Jalan Teratai","Klang","SGR"
"29517","41050","Jalan Tiong","Klang","SGR"
"29518","41050","Jalan Waja","Klang","SGR"
"29519","41050","Kampung Bukit Kiara","Klang","SGR"
"29520","41050","Kampung Cherakah","Klang","SGR"
"29521","41050","Kampung Haji Mohd Sharif","Klang","SGR"
"29522","41050","Kampung Kovil","Klang","SGR"
"29523","41050","Kampung Meru (Jalan Meru)","Klang","SGR"
"29524","41050","Kampung Peladang","Klang","SGR"
"29525","41050","Kawasan Perindustrian Meru Selatan ","Klang","SGR"
"29526","41050","Kawasan Perindustrian Meru Timur ","Klang","SGR"
"29527","41050","Klang - Kawasan 19","Klang","SGR"
"29528","41050","Klang Sentral","Klang","SGR"
"29529","41050","Lebuh Enggang","Klang","SGR"
"29530","41050","Lebuh Merpati","Klang","SGR"
"29531","41050","Lebuh Murai","Klang","SGR"
"29532","41050","Lebuh Pulau Pinang (1 - 8)","Klang","SGR"
"29533","41050","Lintang Kulim","Klang","SGR"
"29534","41050","Lintang Murai","Klang","SGR"
"29535","41050","Lintang Pekan Meru","Klang","SGR"
"29536","41050","Lintang Petani","Klang","SGR"
"29537","41050","Lorong Arau","Klang","SGR"
"29538","41050","Lorong Beroga","Klang","SGR"
"29539","41050","Lorong Ehsan","Klang","SGR"
"29540","41050","Lorong Enggang","Klang","SGR"
"29541","41050","Lorong Gelugor","Klang","SGR"
"29542","41050","Lorong Kandis","Klang","SGR"
"29543","41050","Lorong Kedah","Klang","SGR"
